no,text
1624,"【得獎者公布~ 東京VS福岡，你選哪一邊？】
東京迪士尼果然還是大家的首選，還有淺草雷門、迪士尼、豪斯登堡、Kitty 樂園、JR九州鐵道…….，東京和福岡可以玩的點好多！暑假別悶在家裡了，帶上小朋友、爸爸媽媽大手牽小手一起出發吧~
立即網路購票去：http://goo.gl/v6jZ2w
10位Hello KITTY 行李吊牌的得獎者請於7 / 15… More 24:00前，私訊留下您的姓名、寄件地址、電話，我們將為您安排獎品寄送：
Jane Wang https://goo.gl/fH3uUA
國境之楠 https://goo.gl/Vx0WVj
Cathy Chiang https://goo.gl/ijl5kp
陳宜孜 https://goo.gl/jovSJF
林小艾 https://goo.gl/Oj7gKR
吳絲文 https://goo.gl/n9v4cC
鄭雅書 https://goo.gl/KOcqRz
張以貓 https://goo.gl/fhChyS
藍素娥 https://goo.gl/YbGSKm
Jonathan Lin https://goo.gl/CL1xMu"
1625,"【#好康報報 ~情人節幸福旅遊企劃】
今年七夕想要怎麼過？
手牽手走在雪白沙灘，還是在Villa享受雙人SPA>///////<，小潔私心推薦浪滿海島幸福企劃-『雙雙對對』給大家：
❤❤❤❤❤❤
【企劃一】雙人甜蜜遊海島 浪漫行程享折扣
活動日期：2015年7月13日至2015年8月23日… More
活動內容：在長榮官網優惠碼購票頁面輸入『在一起』優惠碼，即可享有關島、峇里島、沖繩享兩人以上購票優惠，加購精選行程可再享95折折扣，還有機會共進五星級飯店燭光晚餐！
✿『在一起』優惠碼：2GETHER
✿優惠碼購票專區：https://goo.gl/CuhHZH
【企劃二】購票抽海島雙人遊 找對的人湊一對
活動日期：2015年7月13日至2015年7月31日
活動內容：凡於活動期間購票，登錄機票相關資料還可再抽海島雙人遊，找對的人湊一對！
❤❤❤❤❤❤❤
點此看企劃詳情：http://goo.gl/YhRZv7
一定要幸福唷♥♥♥
註：本活動若有其他相關未盡詳細事宜，長榮航空得隨時修訂，並保有最後詮釋及取消、變更本活動細節之權利"
1626,"【#長榮話當年~整裝出發 昂首飛向藍天！】
隨著新航點-休士頓的開航，小潔帶大家一起走進時光隧道，回到24年前 1991年7月1日早上8:30，長榮航空正式啟航的第一個航點台北-曼谷首航起飛，在飛越越南上空時還收到塔台傳來越南官方的賀電「歡迎BR211飛越越南領空！」，這樣的公開歡迎是前所未有。
台灣第一家民營國際航空公司的正式開航，不僅僅是台灣，全世界也在看，在台灣航空歷史的轉捩點上，長榮航空肩負重任不遺餘力。"
1627,"【用麥可•傑克森的月球漫步舞 與Hello Kitty太空人一起搖滾！】
日前小潔為大家曝光了台北-休士頓首航Hello Kitty太空人苦練的月球慢步舞，可惜小潔拍攝的位置有點偏，在粉絲們千呼萬喚的期待中，今天帶來完整的影片，就Hello Kitty太空人超高的舞技，喚起大家內心的搖滾魂吧~！"
1628,"【#長榮大解密~ 長榮航空貴賓室 I SEE YOU 720度】
位於台灣桃園國際機場二期航站的貴賓室，共有The Garden、The Infinity、The Star、The Club四個休憩空間，提供貴賓旅途中的一方綠洲，現在光是以照片呈現已經不夠看囉，長榮航空打造線上720度動態環景，讓您立即I SEE YOU 720度一次看透透！
● 體驗長榮航空貴賓室720度動態環景：http://goo.gl/OxnqSy
● 加入長榮航空無限萬哩遊會員：https://goo.gl/g9jj3q
● 長榮航空無限萬哩遊會員優惠： https://goo.gl/g9jj3q"
1629,"【東京VS福岡，你選哪一邊？】
歡樂暑假已到來，日幣匯率讓人心花開，長榮推出東京、福岡機票好康價，更是心花繽紛開！
東京鐵塔、天空樹、淺草雷門，還有歡樂迪士尼~
福岡塔、鐵道之旅、博多拉麵、還有歐風豪斯登堡~
🎁 東京VS福岡，你選哪一邊，7/8 24:00前 留言邀請朋友推薦你愛的景點：
「@王小花 ，我們一起去 東京 迪士尼 吧！」，就有機會獲將Hello Kitty行李吊牌帶回家！🎁
✈… More桃園-東京(成田)來回最低TWD12,360起 (未稅，限搭BR196出發)
【註】(1) 適用開票日：即日起至2015/7/31
(2) 適用出發日：即日起至2015/8/22(7/4-7/12不適用)
✈高雄-福岡來回即訂即開優惠票價最低TWD11,299起 (未稅)
【註】(1) 適用開票日：即日起至2015/7/31
(2) 適用出發日：2015/7/13至2015/8/22
✈想要心花繽紛開，立即網路購票去：http://goo.gl/v6jZ2w"
1630,"【#長榮大解密 ~蕭青陽老師到我家】
今年三月起長榮航空機上服務用布品及菜單封面，與國際知名設計師蕭青陽老師合作設計「故事島-寰宇」系列圖騰，帶給大家耳目一新的用餐氛圍！
7月起機上免稅品推出，由蕭老師以相同圖騰首款設計的「長榮航空設計家精緻盤墊布四入組」，讓機上的用餐氛圍延續到你家。
搭機前預購，機上取貨好方便：https://goo.gl/CDwY8h"
1631,✈ 這是小潔夢想中的辦公室，你呢? ✈
1632,"【2015年本籍培訓空服學員 熱情招募中】
不用飛越到彩虹盡頭，因為我已尋找到《綠野仙蹤》裡的歐茲王國。
不用向彩虹低頭祈願，因為我實現了最美好的願望。
不用羨慕彩虹的高度，因為我即將飛得比它更高更遠。
我是長榮航空的空服員，美好的世界等待我去探索，佈滿我的足跡，期待你一同加入我們行列，與我們一起翱翔天際！
招募詳情：http://goo.gl/CwDovx"
1633,"【無限萬哩遊會員好康報 ~ 參加就贈500哩‧月月再抽110,000哩】
無限萬哩遊會員，長榮這廂好「哩」了！
2015/7/1~2015/9/30由台灣地區出發搭乘「商務艙/桂冠艙/皇璽桂冠艙」或「菁英艙」的個人旅客，或為「無限萬哩遊」鑽石卡/金卡會員(不限搭乘艙等)，不論來回或單程之任何航線機票，購買地區在台灣的朋友們，只要參加活動每位參加者皆可獲得「無限萬哩遊」500哩，每月還會再抽出110,000哩中獎人乙名！
長榮航空，讓你有「哩」走遍天下~！
加入無限萬哩遊會員〈若您已是會員則跳過此步驟〉https://goo.gl/95miof
活動詳情請至 http://goo.gl/mmWbPq"
1634,"【#長榮大解密 ~ 照片中的秘密客】
你可以再靠近一點，睜大眼用力看，有發現每張照片都暗藏了玄機嗎?
三幅作品裡都藏著一個人喔，你發現了嗎?
這些是被譽為「中國第一隱形人」的劉勃麟的作品。… More
劉勃麟將自己的身體視為「社會雕塑」，在身體上畫滿顏料的過程則是「行動藝術」，《城市迷彩》系列是關於當代現狀的視覺文獻，這些作品見證了文明的巨變過程，也紀錄了人們的生活狀態和精神樣貌。例如五彩氣球造成的螢光粉問題、手機革命導致的通訊焦慮，甚至於巴黎高級訂製服產業的式微，劉勃麟的身體並不是只代表他一個人，而所是不分國籍地代表著所有具有共同經歷的一代人。
更多劉勃麟作品介紹，就在長榮航空機上雜誌enVoyage，不用搭飛機長榮官網線上也可看得到喔！http://goo.gl/WZ166r"
1635,"【看看專家怎麼玩休士頓】
休士頓要怎麼玩? 小潔為各位蒐集了專家們的旅遊情報點，讓你前進休士頓好簡單！
說到休士頓小潔第一個想到的就是太空人，首推到美國國家太空總署(NASA)所屬詹森太空中心(Johnson Space Center) 的遊客中心，看看旅遊專家-吉米藥師的體驗之旅，不但親手觸摸到月球採集回來的岩石，親眼見識到火箭的巨大，還可以嘗嘗看太空人食品喔！
吉米藥師休士頓遊記： http://drugs.pixnet.net/blog/post/44961968
你也是火箭迷嗎，心動不如馬上行動吧！
長榮航空「德州傳奇」之旅http://goo.gl/Idpesr
DRUGS.PIXNET.NET
【美國自助旅行】休士頓租車5天4夜自由行行程分享，Houston從恐龍年代穿越時空到登陸月球的德州牛仔之旅 @ 【藥師吉米】- 旅行‧攝影‧美食‧科技‧健康 :: 痞客邦 PIXNET ::"
1636,"【得獎者公布~答題送會說話的星空小飛機】
看看你答對幾題呢?
Q1. Hello Kitty星空機6月19日首航航點到哪個城市?
A1. 台北--休士頓航班
Q2. Hello Kitty星空機機身上彩繪哪幾位三麗鷗家族成員?
A2. Hello Kitty、KiKi & Lala、美樂蒂
Q3. Hello Kitty星空機是有哪個機型彩繪而成的?
A3. 波音777-300ER
會說話的星空小飛機及Hello Kitty太空人休士頓開航海報得獎者看這裡，請於6/30 24:00 前，私訊提供您的姓名、電話、寄件地址，立即為您安排將品送喔！
🌹會說話的星空小飛機得獎者
❤Rebecca Liao https://goo.gl/50zBvE
❤Amber Chou https://goo.gl/VkndBn
❤Wealthy Slots https://goo.gl/tW7G0x
❤Tim Wang https://goo.gl/SrRkMN
❤Dolphin Liao https://goo.gl/E0u9Vm
❤林暐軒 https://goo.gl/1o1WDn
❤陳森龍 https://goo.gl/cAe0pp
❤Cho Keng-yu https://goo.gl/00YmUE
❤Johnny TC https://goo.gl/lSKzWE
❤李信勳 https://goo.gl/tzlQl6
🎁 Hello Kitty太空人休士頓開航海報得獎者
❤水告水告 https://goo.gl/DtD2iH
❤Tim Lin https://goo.gl/14OPxz
❤Wealthy Slots https://goo.gl/YjRfWC
❤小玲 https://goo.gl/eOsXtG
❤游嘉玲 https://goo.gl/Fd2cHC
❤Season Su https://goo.gl/yKlduR
❤林例 https://goo.gl/Ekroj5
❤Fish Lin https://goo.gl/XUf02k
❤陳政彥 https://goo.gl/qENV51
❤江筱娸 https://goo.gl/507K0c"
1637,"【長榮粉絲50萬，頭獎：「長榮航空一日遊」活動花絮】
今日是粉絲們期待已久，長榮粉絲50萬頭獎-「長榮航空一日遊」的大日子，小潔帶來今日參訪活動花絮照片，行程豐富好玩到連想小潔都好想參加喔！
❤參訪的粉絲們是既期待又緊張，參觀首站由美麗的空服員教官，帶領大家了解空服員值勤前的準備工作，還突襲現場組員的登機箱一探裡面的秘密！
❤… More有了空服員，當然不可以漏了機長囉，看參訪粉絲們超級認真地聽機長說明飛行前的準備工作、航機監控設備，等會兒機長可是會來個有獎徵答喔！
❤航行安全教育中心更是讓大家期待，不但可以摸到飛機的引擎、機輪等設備，最吸引大家的就是化身成機長體驗駕駛飛機的快感！
❤午餐當然就是傳說中「不可訂位的餐廳」~長榮航空員工餐廳，隨著一上午豐富行程，中午來上一頓連男粉絲們都大呼吃不下了的豐盛午餐，讓參訪的粉絲們歇歇腿、補充體力。
❤下午前往航太的交通工具，是新亮相的Hello Kitty星空機巴士，讓粉絲們開心的搶著拍照，光有星空機巴士可不夠，在長榮航太等著各位貴賓的是以波音777-300ER塗裝的Hello Kitty 牽手機，就讓大家手牽手與Hello Kitty 牽手機來個歡欣地跳躍，為今日的「長榮航空一日遊」畫下完美的Happy ending！
【長榮粉絲50萬 50好禮大放送】 https://goo.gl/tU6Fd2"
1638,"【#機上大解密 ~叫醒炎夏中打盹的食慾】
米其林三星主廚中村元計與長榮航空再度隆重推出美味的獨家菜單!
食慾打盹的夏季，主廚貼心為經濟艙旅客設計冷主食餐點─豐富的海鮮散壽司飯充滿海洋的自然鮮甜搭配經典的雞肉筑前煮，以及爽口Q彈的豆漿豆腐，讓台北往大阪的旅客在炎炎夏日中品嘗到純正京都風味的清涼料理!"
1639,"【得獎者公布~有獎徵答送KIKI&LALA撲克牌】
小潔來公布6/17有獎徵答，「猜猜看雙子星KIKI&LALA之間的關係，以及他們的生日是幾月幾號」的答案囉！
雙子星KIKI&LALA之間的關係是雙胞胎姊弟，生日是12月24日，你猜對了嗎?
恭喜20為KIKI&LALA撲克牌得獎者，請於6/26 24:00 前，私訊提供您的姓名、電話、寄件地址，立即為您安排將品送喔！
✨林金源 … Morehttps://goo.gl/YOD3Yz
✨吳大頭 https://goo.gl/vL1xvg
✨Regina Huang https://goo.gl/AWrREI
✨Joanne Chang https://goo.gl/WZGzjx
✨丁小于 https://goo.gl/HTA8on
✨郭美青 https://goo.gl/x2ZknZ
✨Tsui Chen https://goo.gl/ax48CW
✨黃小瑗 https://goo.gl/uDLnnd
✨周沛琪 https://goo.gl/i3cQV7
✨郭均均 https://goo.gl/S32OYa
✨Szu Ting Wang https://goo.gl/ryx1Q2
✨Lin Li Chen https://goo.gl/bDC5mk
✨Chang Angela https://goo.gl/zUSxjJ
✨Ting Mini https://goo.gl/vzuuQN
✨李大東 https://goo.gl/93iLtq
✨FAY YI-FEI wu https://goo.gl/5MLE9X
✨思涵 https://goo.gl/cpYz6m
✨Stasey Q Caitlin https://goo.gl/P1xvoG
✨張蝦鏸 https://goo.gl/dBb63J
✨曾凱蒂 https://goo.gl/hrtqgV"
1640,"【璀璨的六月星空～星空巴士亮相】
隨著天上飛的第七架Hello Kitty星空機亮相，地上跑的Hello Kitty星空機巴士也在路上趴趴走囉！
飛機、巴士比一比，告訴小潔你喜歡哪一款?"
1641,"【得獎者公布 ~長榮航空榮獲SKYTRAX頒發2015年「全球最佳航空公司」 及「最佳機艙清潔航空公司」】
小潔好感動長榮航空能在大家的飛行途中創造出美好的旅遊記憶，無論是空服員們一句問候或服務，機艙內服務用品、餐點，更或是大家對於榮航空飛安的肯定，長榮航空與小潔感激大家的肯定，未來希望長榮航空能與大家一同共創每一次出國的美好體驗！
小潔精心為20位幸運的粉絲準備了長榮獨家好禮福袋，請獲獎粉絲於6/26… More 24:00前，私訊提供您的姓名、電話、寄件地址，立即為您安排將品送喔！
🎁Jasmine Chou https://goo.gl/S0hJGB
🎁Jerry Chang https://goo.gl/VI4agq
🎁Simon Yang https://goo.gl/qFEXDX
🎁曾怡庭 https://goo.gl/re01Vt
🎁吳少慈 https://goo.gl/HOuZeV
🎁Joanne Lo https://goo.gl/cRGuC5
🎁David Y Chen https://goo.gl/V0X99h
🎁Anthony Yu-Kang Fan https://goo.gl/24WXM1
🎁許豪驛 https://goo.gl/ZIqc2w
🎁許惠婷 https://goo.gl/2Zuaou
🎁吳采璇 https://goo.gl/W3APd3
🎁Ji Ying Chu https://goo.gl/jmklNY
🎁潘怡蓉 https://goo.gl/UwDrsj
🎁鄭佑邦 https://goo.gl/aYkajG
🎁游琼敏 https://goo.gl/2XfMYv
🎁Hsu Victor https://goo.gl/2oJoJp
🎁Mnfn Wu https://goo.gl/KOIG30
🎁Shih-hua Chiu https://goo.gl/2Rc9Vn
🎁Yung Jen https://goo.gl/YTpKX5
🎁林佩芬 https://goo.gl/6n5bgp"
1642,"【#長榮心情 ~你的旅程準備好了嗎？】
旅行說走就走，準備好你的旅程，看看不一樣的世界！
你的下一站在哪裡呢？和小潔分享一下吧☺☺"
1643,"［璀璨的六月星空～kitty太空人大秀月球漫步舞］
小傑特派記者為各位帶來休士頓連線報導，台北-休士頓首航Hello Kitty 星空機在休士頓當地也舉辦了熱鬧的歡慶儀式，活動現場Kitty 太空人居然和舞者們大跳麥克可的太月球漫步舞，將活動現場歡樂的氣氛帶到最高潮！"
1644,"長榮航空台北—休士頓航線歡樂開航
Hello Kitty星空機夢幻亮相
長榮航空台北—休士頓航線今(19)日首航，為慶祝新航線的開闢，長榮航空在桃園機場舉辦首航剪綵儀式，讓小潔化身為記者為大家帶來現場報導。
儀式現場由張國煒董事長、鄭傳義鄭總經理以及美國在臺協會處長梅建華、三麗鷗親善大使 Tsuji Yu等人共同主持這歷史的一刻，空服員與Hello Kitty、Little Twin… More Star及Melody攜手現身會場獻上歡樂的舞蹈，讓全場氣氛High到最高點。
休士頓的首航班機以全新亮相的第七架Hello Kitty星空機飛航，將機身幻化成璀璨星空，旅客在三麗鷗家族的相伴下飛越全世界。當然不只機身外觀，從機場報到櫃檯、登機證、行李牌，到所有機內的服務用品甚至是空服員的特製圍裙，處處都充滿星空般的夢幻。目前台北—休士頓航線每週三班，自7月起將增為每週四班，帶領為大家飛越璀璨星空。"
1645,"【璀璨的六月星空 ~ 答題就有機會獲得 會說話的星空小飛機】
就在6月19日！
長榮航空台北-休士頓即將啟航，以全新亮相的Hello Kitty星空機飛航（波音777-300ER機型），將龐大的機身幻化成璀璨星空，旅客隨著長榮航空的班機，在Hello Kitty相伴下，飛越全球不同的城市，也讓六月的星空閃耀著可愛光芒！
… More 就讓小潔提前考考大家，於6月22日24:00前，只要正確回答以下三個問題，就有機會獲得會說話的星空小飛機，或Hello Kitty太空人休士頓開航海報喔！
找答案看這裡：http://goo.gl/dXUE8h
✨Q1. Hello Kitty星空機6月19日首航航點到哪個城市?
✨Q2. Hello Kitty星空機機身上彩繪哪幾位三麗鷗家族成員?
✨Q3. Hello Kitty星空機是有哪個機型彩繪而成的?"
1646,"【#璀璨的六月星空 ~各大報頭版也星空閃閃】
KITTY太空人再次席捲各大報頭版，帶來6/19 Hello Kitty 星空機首航休士頓的消息，可別再說你不知道囉。
6/19當日小潔會在首航現場第一線，為大家帶來第一手消息，別忘了隨時關注長榮航空粉絲團喔！"
1647,"【🎉長榮‧星空聯盟2週年快樂🎉 】
跟大家分享小潔的好星情！
今天(6/18)是長榮航空與星空聯盟攜手的兩週年紀念日唷～最最最重要的是從今天起有一連四天暑期機票優惠！今年端午節必做的三件事：吃粽子、立蛋、到長榮官網找尬意的機票～
【限時促銷】2015年6月18日至6月21日
【優惠內容】
➡ 熱門城市定期航班優惠
➡ 精選航點　加班機優惠
還沒想好暑假要去哪裡？進來看看嘛！
http://www.evaair.com/zh-tw/flight/staralliance-2ndanniversary.html"
1648,"【#長榮佳話~長榮航空榮獲SKYTRAX頒發2015年「全球最佳航空公司」 及「最佳機艙清潔航空公司」 】
好消息要就是要與好朋友分享，好朋友們，小潔來報喜囉！
長榮航空榮獲知名航空服務調查機構SKYTRAX，頒發2015年「全球最佳航空公司」第九名，以及「最佳機艙清潔航空公司」第一名等眾多殊榮。
未來長榮航空會秉持著提供給每位旅客每段旅程都是美好的體驗為大家服務，也請大家繼續給予長榮支持及鼓勵喔。得獎詳情看這裡:http://goo.gl/qnGtQK
🎁你與長榮也有美麗的回憶嗎? 於6/22 24:00前於本文上傳搭乘長榮時的美好體驗照片，或文字說出你的美好經驗，就有機會獲得小潔準備的長榮獨家精美好禮喔！🎁"
1649,"【璀璨的六月星空 ~ Hello Kitty星空機周邊免稅品上線】
隨著6月19日起即將啟航的休士頓航線，最新Hello Kitty星空機將璀璨照亮六月星空，搭配新機亮相，長榮航空特別準備多款Hello Kitty星空機周邊商品，Hello Kitty星空票卡套、Hello Kitty星空枕頭套組(2入組)、星空機3D立體拼圖飛機及星空機1:500模型飛機，每一款都深獲小潔喜愛，看來小潔的Hello… More Kitty收藏品又要增加囉!
新款星空機免稅商品看這裡，行前預購，機上取貨：
✨星空枕頭套組（2入組）：https://goo.gl/hVLCzW
✨星空機1:500模型飛機：https://goo.gl/Tnk4PA
✨星空機3D立體拼圖飛機：https://goo.gl/sLdtdY
✨星空票卡套：https://goo.gl/Qd0qyx
🎁跟粉絲們玩個有將徵答小遊戲，於6/19 24:00前 ，回答出雙子星KIKI&LALA之間的關係，以及他們的生日是幾月幾號，猜對就有機會獲得KIKI&LALA撲克牌喔!🎁
小潔小提示：KIKI會很撒嬌的叫LALA姊姊，在聖誕節前的一天會一起吃生日蛋糕：http://goo.gl/BBpida"
1650,"【「快閃立榮．貓熊抱抱」花絮曝光】
6/16兩百隻紙貓熊大軍現身台北松山機場立榮航空櫃台，「萌」遍現場一票民眾，看看大家興奮地搶著與可愛的貓熊們抱抱拍照！
澎湖縣政府為呼籲大家重視全球瀕絕動物生態，將於6/27 ~30 於澎湖舉辦《貓熊世界之旅‧跨海菊島行》生態藝術體驗展活動，並邀請同樣長期關懷生態保育議題的長榮/立榮航空共同懷抱保育種子，藉由「快閃立榮．貓熊抱抱」快閃活動，為紙貓熊生態藝術體驗展暖身；也同時一起呼籲大家重視全球瀕絕動物生態，共同為保育問題盡份心力，千萬不要讓我們的下一代只能看圖認識動物喔！"
1651,"【活動預告 ~ 6月16日 「快閃立榮．貓熊抱抱」】
就在明天(6/16) 早上10:40~11:30 百隻紙貓熊大軍即將現身台北松山機場立榮航空櫃台前，排隊劃位準備登機啟程飛往澎湖！
持有立榮航空登機證的前30名乘客，可與當天擔任保育大使的立榮航空機師、空服員及貓熊合影喔！
小潔準備好要跟紙貓熊合照囉，你呢?"
1652,"【#長榮假期 ~玩轉香港5樣經典】
01 Victoria Peak
搭纜車上太平山兜風

香港必遊經典之一，就是搭纜車上太平山吹風、賞景。中環過去是英國人的政經中心，鄰近的太平山半山也逐漸成為他們落腳之地，綠意簇擁著高級別墅，香港島北岸璀璨的城市燈火、維多利亞港浪漫夜景和對岸的九龍半島，也一一收入眼底。想要輕鬆上山欣賞美景，可以搭乘1888年啟用的山頂纜車，當傾斜的車廂隨著陡峭的山勢一路攀升，兩旁景色快速變化，既有趣又復古，登上海拔373公尺的太平山頂後，除了欣賞香港獨特的天際線，不妨參觀凌霄閣和山頂廣場，盡情購物、享受美食。



02 Avenue of Stars
星光大道浪漫遊

長達4百多公尺的星光大道，沿維多利亞港海濱花園鋪陳，成為最佳散步路線之一，白天除了欣賞維港風光，偶爾可見古帆船徜徉港灣，沿途還有香港百年電影發展里程碑、百位明星的手印磚，以及動畫明星麥兜的金色雕像，每逢週末假日的街頭音樂、舞蹈、戲劇表演，為星光大道增添文藝氣息；入夜後，每晚8點都能在此觀賞全長13分鐘的「幻彩詠香江」，欣賞維港對岸超過40幢的摩天大樓，隨音樂舞動雷射光束，上演全球最大型燈光音樂匯演秀。

03 Ocean Park
海洋公園新遊趣

推陳出新的香港海洋公園，1977年開幕至今已接待上億名旅客，是亞洲首座通過動物園和水族館協會認證的遊樂園。2014年啟用的尋鯊探祕展館，能360度觀賞鯊魚及鰩魚；2015年登場的澳洲歷奇主題館，引進南澳州的無尾熊、小袋鼠及笑翠鳥，可以認識原住民的環保和樂活觀念；即將在暑假推出的「LINE X 海洋公園夏水禮」室內玩水派對，請來了LINE的人氣主角熊大、兔兔和旅客快樂合影；此外，海洋公園還有16項「與動物親上加親」的活動，讓人親身體驗動物護理員的工作，寓教於樂。


04 Islands
離島尋幽曬太陽
夏天最適合到香港離島旅遊，面積超過香港島的大嶼山，除了赤旚角機場、香港迪士尼樂園、昂坪360，還有電影場景天壇大佛、環境優美的愉景灣度假地，玩法多元；香港島南端的南丫島，融合中西文化特色，北面榕樹灣洋溢著西方浪漫風情，南端的索罟灣則是中式寺廟、漁村匯聚地，島上還有一字排開的海鮮餐館，是香港明星的最愛；長洲位在大嶼山的東南方，以傳統慶典、海水浴場、風帆運動和巨石奇洞聞名，可以選擇在度假小屋長住，也能一日往返，體會香港另類風情。



05 Cuisine
香港美食吃過癮

香港美食平價、高貴兩相宜，無論是巷口小店的粥麵、牛肉蛋治；茶餐廳的奶茶、公仔麵；糖水店的冷熱甜品；茶樓的燒賣、腸粉；高檔酒樓的燒鵝、叉燒、烤豬；還是紅色米其林指南的推薦餐廳、五星級飯店名廚料理，甚至豪邁的街邊大排檔、熱騰騰的火鍋宵夜，各有所愛。在許許多多的美食戰區，還有各式各樣的國際料理，超人氣的印度美食、日韓料理、義大利佳肴也不缺席，應有盡有，加上形形色色的時尚酒吧，都讓人難以抗拒。


長榮假期香港  www.evasion.aero/evad

香港FUN享夏日專案
2天1夜   機票+飯店
2人同行，1人免費！TWD8,400起（未稅）

前100名完成開票者，再加贈知名涼茶兌換券，每人1張（數量有限，送完為止）。
（續住價每晚每房加價TWD1,599元起）
TEXT／曹憶雯（EMAY TSAO）
PHOTOS／HONG KONG TOURISM BOARD、OCEAN PARK HONG KONGTEX"
1653,"【長榮話當年~巨人國飛機】
隨著6月19日即將開航的美國休士頓航線，小潔翻出了早期長榮航空美國線開航的宣傳海報，畫面上小小的乘客坐在巨大的椅子上，表達出1992年創立的經濟豪華艙，讓搭乘長榮長程線航班的旅客能更加舒適的想法，像是到了巨人國度搭飛機的創意，可愛的讓小潔佩服~！"
1654,"【看看專家怎麼玩休士頓】
配合長榮航空即將於6月19首航的台北-休士頓航班，小潔為大家蒐集休士頓好玩的景點時，發現旅遊達人-吉米藥師，已經搭乘長榮航空轉機到休士頓提前為大家探路囉！http://goo.gl/CYqvk4
… More 吉米藥師是先搭乘長榮航空班機到洛杉磯轉至休士頓，首發文的遊記先曝光長榮航空皇璽桂冠艙、菁英艙的美好體驗，內容從座椅、服務用品到餐點，都細細與大家分享，吉米藥師與小潔一樣期待，即將於6月19台北-休士頓 Hello Kitty 星空機的航班，直航行程讓旅客加便利輕鬆，保留體力好好享受休士頓之旅。
接下來小潔將持續為大家帶來【看看專家怎麼玩休士頓】專題，讓Hello Kitty 星空機 與大家一同遨遊休士頓！
台北-休士頓 Hello Kitty 星空機看這裡：http://goo.gl/RHzNB0
DRUGS.PIXNET.NET
【美國】休士頓自助旅行長榮航空搭乘經驗分享，建議搭乘長榮休士頓直航，避免轉機旅途勞頓及誤點無法轉機風險 @ 【藥師吉米】- 旅行‧攝影‧美食‧科技‧健康 :: 痞客邦 PIXNET :"
1655,"【✈跟著老蕭燃燒你的音樂激情~暢遊香港/新加坡】
飛向熱力舞台！
長榮假期蕭敬騰世界巡迴演唱會專案，現在火熱開賣囉！
想跟著蕭敬騰燃燒你的音樂激情嗎？
長榮假期將帶你飛向蕭敬騰海外熱力舞台，狂熱前所未有演唱會LIVE快感！
香港/新加坡超值的機加酒專案，搭配精選酒店及演唱會門票，現在準備輕鬆買！放肆玩！盡情跟著老蕭呼喊High啦！
飛向老蕭的搖滾舞台👉http://goo.gl/wuTCec"
1656,"【#長榮大解密~端午搭飛機 同歡嚐冰粽】
炎炎夏日，華人三大節日之一端午節即將到來🚤，在這重要的日子，長榮航空特別為端午節當天(6月20日) 桃園、松山機場出發的菁英艙與經濟艙旅客，準備了蜂蜜紅豆冰粽，晶瑩Q彈的外皮搭配甜而不膩紅豆內餡，讓搭機的旅客在機上也能一同歡慶端午佳節!!!
想品嘗到更多種類的粽子嗎?長榮樂e購有長榮桂冠酒店(台中)推出的經典粽和永豐餘的南北粽，免運宅配到府好方便!詳情參考:https://goo.gl/xIjt20"
1657,"【得獎者公布~ #呼叫休士頓~太空體驗活動】
呼叫休士頓！呼叫休士頓！燒燙燙的最新消息公布，1位兩張臺北-休士頓經濟艙來回機票，及20位飛機模型的幸運兒名單出爐了，恭喜大家！
✈臺北-休士頓經濟艙來回機票兩張 得獎者✈
Popo Wu https://goo.gl/VNJn93
飛機模型得獎者
Liu Pei-Ling https://goo.gl/1PqN43
Patty Wang … Morehttps://goo.gl/UJMKDt
Yu-chun Cheng https://goo.gl/99pQoI
郭純益 https://goo.gl/QrOcrm
Sam HA https://goo.gl/yLiw69
Polly Lin https://goo.gl/PEhEJA
Alice Wang https://goo.gl/PSo49f
Hsiangmei Lin https://goo.gl/XLvxXS
鄭建明 https://goo.gl/X7wxog
陳筠心 https://goo.gl/akPlZ7
Peilin Yao https://goo.gl/8M3ZMe
吳瑞華 https://goo.gl/TbzroR
Wen-Yi Chen https://goo.gl/B2lwBu
Mavis Tasi https://goo.gl/YLhDfu
Andy Lin https://goo.gl/DFMnTu
Claire Yuling Lo https://goo.gl/8MYgZs
Wanlin Wu https://goo.gl/nvhKCY… More"
1658,"【長榮航空與土耳其航空聯營台北-伊斯坦堡航線】
歐洲已經走透透、日本熟的像自己家，今年夏天來點不一樣出國選擇！
星空聯盟成員的長榮航空與土耳其航空(Turkish Airlines)兩家公司即日起，以共掛班號方式聯營台北–伊斯坦堡航線，今年由土耳其航空每日一班自台北直飛伊斯坦堡，明年長榮航空將直接增加開闢該航線，詳細資料看這裡：http://goo.gl/jNe44G… More
除了聯營台北－伊斯坦堡航線外，長榮航空更進一步與土耳其航空以SPA方式合作，旅客可開立一張機票，行李即可直接快速轉接歐陸各主要城市，搭乘長榮出國旅遊好方便。
照片來源：
Brian Jeffery Beggerly https://goo.gl/e8GZrN
Jeroen https://goo.gl/6r08ue
Gian Cornachini https://goo.gl/WVra2g"
1659,"【#粉絲眼中的長榮】
小潔請大家猜猜看，照片中有幾架長榮航空的飛機呢??"
1660,"【說出今天你的好心情，一起為精彩的每一天乾杯】
小潔今天的好心情，是輕鬆享受飛過晴朗湛藍的天空，前往浪漫之都-巴黎的旅程。
今天你的好心情是什麼呢? 與小潔分享一下吧，在讓我們一起用長榮機上新款佳釀-庫克香檳，為精彩的每一天乾杯。"
